Project,Round,Site,Seine#,Common,Length_mm,Count,checkID,Notes,Weight_damp_g
CMI,3,Halibut Cove,2,Dolly Varden,173,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,159,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,161,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,178,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,214,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,178,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,176,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,145,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,155,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,197,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,185,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,158,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,145,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,145,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,158,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,153,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,175,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,154,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,175,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,139,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,147,1,,,
CMI,3,Halibut Cove,2,Dolly Varden,180,1,,,
CMI,3,Halibut Cove,2,Dolly Varden (J),,7,,,
CMI,3,Halibut Cove,2,Pacific Herring,113,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,95,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,105,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,117,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,105,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,128,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,117,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,107,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,111,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,102,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,108,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,103,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,100,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,115,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,108,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,108,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,34,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,33,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,29,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,36,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,29,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,31,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,34,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,28,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,33,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,32,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,30,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,29,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,34,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,32,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,32,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,33,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,35,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,40,1,,One Pacific Herring Voucher,
CMI,3,Halibut Cove,2,Pacific Herring,31,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,28,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,30,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,34,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,30,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,31,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,30,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,33,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,32,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,29,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,30,1,,,
CMI,3,Halibut Cove,2,Pacific Herring,41,1,,One Pacific Herring Voucher,
CMI,3,Halibut Cove,2,Pacific Herring,,7,,One Pacific Herring Voucher,
CMI,3,Halibut Cove,2,Pacific Sand Lance,74,1,,,
CMI,3,Halibut Cove,2,Pacific Sand Lance,48,1,,,
CMI,3,Halibut Cove,2,Pacific Sand Lance,59,1,,,
CMI,3,Halibut Cove,2,Pacific Sand Lance,74,1,,,
CMI,3,Halibut Cove,2,Pacific Sand Lance,45,1,,,
CMI,3,Halibut Cove,2,Pacific Sand Lance,120,1,,,
CMI,3,Halibut Cove,2,Pacific Sand Lance,47,1,,,
CMI,3,Halibut Cove,2,Pacific Sand Lance,122,1,,,
CMI,3,Halibut Cove,2,Pacific Sand Lance,109,1,,,
CMI,3,Halibut Cove,2,Snake Prickleback,76,1,,,
CMI,3,Halibut Cove,2,Saffron Cod (J),65,1,,,
CMI,3,Halibut Cove,2,Unidentified Flatfish (J),,1,,,
CMI,3,Halibut Cove,2,Tidepool Sculpin,34,1,,,
CMI,3,Halibut Cove,2,Surf Smelt,146,1,,,
CMI,3,Halibut Cove,3,Dolly Varden,180,1,,,
CMI,3,Halibut Cove,3,Dolly Varden,262,1,,,
CMI,3,Halibut Cove,3,Dolly Varden,189,1,,,
CMI,3,Halibut Cove,3,Dolly Varden,335,1,,,
CMI,3,Halibut Cove,3,Dolly Varden,215,1,,,
CMI,3,Halibut Cove,3,Dolly Varden,269,1,,,
CMI,3,Halibut Cove,3,Dolly Varden,119,1,,,
CMI,3,Halibut Cove,3,Dolly Varden,177,1,,,
CMI,3,Halibut Cove,3,Staghorn Sculpin,166,1,,,
CMI,3,Halibut Cove,3,Staghorn Sculpin,237,1,,,
CMI,3,Halibut Cove,3,Staghorn Sculpin,250,1,,,
CMI,3,Halibut Cove,3,Starry Flounder,225,1,,,
CMI,3,Halibut Cove,3,Starry Flounder,236,1,,,
CMI,3,Halibut Cove,3,Starry Flounder,274,1,,,
CMI,3,Halibut Cove,3,Pacific Herring,107,1,,,
CMI,3,Halibut Cove,3,Great Sculpin,154,1,,,
CMI,3,Halibut Cove,3,Great Sculpin,114,1,,,
CMI,3,Halibut Cove,3,Great Sculpin,124,1,,,
CMI,3,Halibut Cove,3,Great Sculpin,106,1,,,
CMI,3,Halibut Cove,3,Great Sculpin,105,1,,,
CMI,3,Halibut Cove,3,Snake Prickleback,219,1,,,
CMI,3,Halibut Cove,3,Snake Prickleback,185,1,,,
CMI,3,Halibut Cove,3,Snake Prickleback,167,1,,,
CMI,3,Halibut Cove,3,Snake Prickleback,75,1,,,
CMI,3,Halibut Cove,3,Snake Prickleback,81,1,,,
CMI,3,Halibut Cove,3,Snake Prickleback,101,1,,,
CMI,3,Halibut Cove,3,Snake Prickleback,80,1,,,
CMI,3,Halibut Cove,3,Snake Prickleback,75,1,,,
CMI,3,Halibut Cove,3,Snake Prickleback,186,1,,,
CMI,3,Halibut Cove,3,Snake Prickleback,123,1,,,
CMI,3,Halibut Cove,3,Snake Prickleback,79,1,,,
CMI,3,Halibut Cove,3,Surf Smelt,117,1,,Jacob Pictures,
CMI,3,Halibut Cove,3,White Spotted Greenling,72,1,,,
CMI,3,Halibut Cove,3,Crescent Gunnel,96,1,,,
CMI,3,Halibut Cove,3,Pacific Sand Lance,42,1,,,
CMI,3,Halibut Cove,3,Saffron Cod (J),66,1,,,
CMI,3,Halibut Cove,3,Unidentified Sculpin (J),,7,,,
CMI,3,Barabara,1,Rock Sole,236,1,,,
CMI,3,Barabara,1,Rock Sole,114,1,,,
CMI,3,Barabara,1,Rock Sole,104,1,,,
CMI,3,Barabara,1,Rock Sole,98,1,,,
CMI,3,Barabara,1,Rock Sole,117,1,,,
CMI,3,Barabara,1,Rock Sole,52,1,,,
CMI,3,Barabara,1,Rock Sole,127,1,,,
CMI,3,Barabara,1,Rock Sole,167,1,,,
CMI,3,Barabara,1,Rock Sole,79,1,,,
CMI,3,Barabara,1,English Sole,150,1,,,
CMI,3,Barabara,1,English Sole,148,1,,,
CMI,3,Barabara,1,English Sole,65,1,,,
CMI,3,Barabara,1,English Sole,67,1,,,
CMI,3,Barabara,1,English Sole,85,1,,,
CMI,3,Barabara,1,English Sole,66,1,,,
CMI,3,Barabara,1,English Sole,74,1,,,
CMI,3,Barabara,1,English Sole,76,1,,,
CMI,3,Barabara,1,English Sole,115,1,,,
CMI,3,Barabara,1,English Sole,107,1,,,
CMI,3,Barabara,1,English Sole,67,1,,,
CMI,3,Barabara,1,English Sole,64,1,,,
CMI,3,Barabara,1,Dolly Varden,181,1,,One dolly varden for Kim,
CMI,3,Barabara,1,Sand Sole,92,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Sand Sole,108,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),186,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),80,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),188,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),82,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),73,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),76,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),74,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),77,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),84,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),77,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),192,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),82,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),86,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),83,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),79,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),76,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),78,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),166,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),77,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),74,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),76,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),83,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),186,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),74,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),71,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),76,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),75,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),83,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),77,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),79,1,,One Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Saffron Cod (J),,14,,14 Saffron Cod (J) for Kim,
CMI,3,Barabara,1,Pacific Tomcod (J),162,1,,One tom cod for Kim,
CMI,3,Barabara,1,Snake Prickleback,218,1,,,
CMI,3,Barabara,1,Pacific Sand Lance,72,1,,One Pacific Sand Lance for Kim,
CMI,3,Barabara,1,Pacific Sand Lance,47,1,,One Pacific Sand Lance for Kim,
CMI,3,Barabara,1,Pacific Sand Lance,46,1,,One Pacific Sand Lance for Kim,
CMI,3,Barabara,1,Masked Greenling,70,1,,,
CMI,3,Barabara,1,Masked Greenling,75,1,,,
CMI,3,Barabara,1,Buffalo Sculpin,84,1,,,
CMI,3,Barabara,1,Great Sculpin,37,1,,,
CMI,3,Barabara,1,White Spotted Greenling,82,1,,,
CMI,3,Barabara,2,Dolly Varden,234,1,,,
CMI,3,Barabara,2,Dolly Varden,216,1,,,
CMI,3,Barabara,2,Dolly Varden,159,1,,,
CMI,3,Barabara,2,Dolly Varden,186,1,,,
CMI,3,Barabara,2,Dolly Varden,204,1,,,
CMI,3,Barabara,2,Dolly Varden,136,1,,,
CMI,3,Barabara,2,Dolly Varden,174,1,,,
CMI,3,Barabara,2,Dolly Varden,165,1,,,
CMI,3,Barabara,2,Dolly Varden,162,1,,,
CMI,3,Barabara,2,Dolly Varden,203,1,,,
CMI,3,Barabara,2,Sturgeon Poacher,28,1,X,KS pictures,
CMI,3,Barabara,2,Sturgeon Poacher,40,1,X,KS pictures,
CMI,3,Barabara,2,Saffron Cod (J),186,1,,,
CMI,3,Barabara,2,Saffron Cod (J),217,1,,,
CMI,3,Barabara,2,Saffron Cod (J),217,1,,,
CMI,3,Barabara,2,Saffron Cod (J),178,1,,,
CMI,3,Barabara,2,Saffron Cod (J),235,1,,,
CMI,3,Barabara,2,Saffron Cod (J),171,1,,,
CMI,3,Barabara,2,Saffron Cod (J),220,1,,,
CMI,3,Barabara,2,Saffron Cod (J),81,1,,,
CMI,3,Barabara,2,Saffron Cod (J),80,1,,,
CMI,3,Barabara,2,Saffron Cod (J),150,1,,,
CMI,3,Barabara,2,Saffron Cod (J),76,1,,,
CMI,3,Barabara,2,Saffron Cod (J),77,1,,,
CMI,3,Barabara,2,Saffron Cod (J),85,1,,,
CMI,3,Barabara,2,Saffron Cod (J),73,1,,,
CMI,3,Barabara,2,Saffron Cod (J),77,1,,,
CMI,3,Barabara,2,Saffron Cod (J),80,1,,,
CMI,3,Barabara,2,Saffron Cod (J),77,1,,,
CMI,3,Barabara,2,Saffron Cod (J),76,1,,,
CMI,3,Barabara,2,Saffron Cod (J),77,1,,,
CMI,3,Barabara,2,Saffron Cod (J),78,1,,,
CMI,3,Barabara,2,Saffron Cod (J),81,1,,,
CMI,3,Barabara,2,Saffron Cod (J),80,1,,,
CMI,3,Barabara,2,Saffron Cod (J),84,1,,,
CMI,3,Barabara,2,Saffron Cod (J),80,1,,,
CMI,3,Barabara,2,Saffron Cod (J),81,1,,,
CMI,3,Barabara,2,Saffron Cod (J),80,1,,,
CMI,3,Barabara,2,Saffron Cod (J),80,1,,,
CMI,3,Barabara,2,Saffron Cod (J),81,1,,,
CMI,3,Barabara,2,Saffron Cod (J),78,1,,,
CMI,3,Barabara,2,Saffron Cod (J),72,1,,,
CMI,3,Barabara,2,Saffron Cod (J),,2,,,
CMI,3,Barabara,2,Great Sculpin,173,1,,,
CMI,3,Barabara,2,Great Sculpin,134,1,,,
CMI,3,Barabara,2,Staghorn Sculpin,260,1,,,
CMI,3,Barabara,2,Rock Sole,106,1,,,
CMI,3,Barabara,2,Pacific Sand Lance,46,1,,One Pacific Sand Lance for Kim.,
CMI,3,Barabara,2,Pacific Sand Lance,51,1,,One Pacific Sand Lance for Kim.,
CMI,3,Barabara,2,Pacific Herring,40,1,,,
CMI,3,Barabara,2,English Sole,73,1,,,
CMI,3,Barabara,2,English Sole,118,1,,,
CMI,3,Barabara,2,English Sole,67,1,,,
CMI,3,Barabara,2,White Spotted Greenling,76,1,,,
CMI,3,Barabara,2,White Spotted Greenling,96,1,,,
CMI,3,Barabara,2,White Spotted Greenling,79,1,,,
CMI,3,Barabara,3,Dolly Varden,274,1,,,
CMI,3,Barabara,3,Dolly Varden,196,1,,,
CMI,3,Barabara,3,Dolly Varden,153,1,,,
CMI,3,Barabara,3,Dolly Varden,260,1,,,
CMI,3,Barabara,3,Dolly Varden,160,1,,,
CMI,3,Barabara,3,Dolly Varden,174,1,,,
CMI,3,Barabara,3,Dolly Varden,172,1,,,
CMI,3,Barabara,3,Dolly Varden,186,1,,,
CMI,3,Barabara,3,Dolly Varden,211,1,,,
CMI,3,Barabara,3,Dolly Varden,207,1,,,
CMI,3,Barabara,3,Saffron Cod (J),216,1,,,
CMI,3,Barabara,3,Saffron Cod (J),191,1,,,
CMI,3,Barabara,3,Saffron Cod (J),206,1,,,
CMI,3,Barabara,3,Saffron Cod (J),195,1,,,
CMI,3,Barabara,3,Saffron Cod (J),207,1,,,
CMI,3,Barabara,3,Saffron Cod (J),167,1,,,
CMI,3,Barabara,3,Saffron Cod (J),199,1,,,
CMI,3,Barabara,3,Saffron Cod (J),185,1,,,
CMI,3,Barabara,3,Saffron Cod (J),197,1,,,
CMI,3,Barabara,3,Saffron Cod (J),199,1,,,
CMI,3,Barabara,3,Saffron Cod (J),197,1,,,
CMI,3,Barabara,3,Saffron Cod (J),192,1,,,
CMI,3,Barabara,3,Saffron Cod (J),76,1,,,
CMI,3,Barabara,3,Saffron Cod (J),198,1,,,
CMI,3,Barabara,3,Saffron Cod (J),180,1,,,
CMI,3,Barabara,3,Saffron Cod (J),188,1,,,
CMI,3,Barabara,3,Saffron Cod (J),176,1,,,
CMI,3,Barabara,3,Saffron Cod (J),194,1,,,
CMI,3,Barabara,3,Saffron Cod (J),181,1,,,
CMI,3,Barabara,3,Saffron Cod (J),205,1,,,
CMI,3,Barabara,3,Saffron Cod (J),185,1,,,
CMI,3,Barabara,3,Saffron Cod (J),212,1,,,
CMI,3,Barabara,3,Saffron Cod (J),200,1,,,
CMI,3,Barabara,3,Saffron Cod (J),207,1,,,
CMI,3,Barabara,3,Saffron Cod (J),194,1,,,
CMI,3,Barabara,3,Saffron Cod (J),216,1,,,
CMI,3,Barabara,3,Saffron Cod (J),209,1,,,
CMI,3,Barabara,3,Saffron Cod (J),210,1,,,
CMI,3,Barabara,3,Saffron Cod (J),179,1,,,
CMI,3,Barabara,3,Saffron Cod (J),204,1,,,
CMI,3,Barabara,3,Saffron Cod (J),,77,,,
CMI,3,Barabara,3,Pacific Tomcod (J),234,1,,,
CMI,3,Barabara,3,Pacific Tomcod (J),177,1,,,
CMI,3,Barabara,3,Pacific Tomcod (J),160,1,,,
CMI,3,Barabara,3,Rock Sole,171,1,,,
CMI,3,Barabara,3,Rock Sole,135,1,,,
CMI,3,Barabara,3,Rock Sole,104,1,,,
CMI,3,Barabara,3,Rock Sole,170,1,,,
CMI,3,Barabara,3,Rock Sole,159,1,,,
CMI,3,Barabara,3,Rock Sole,131,1,,,
CMI,3,Barabara,3,Rock Sole,105,1,,,
CMI,3,Barabara,3,Snake Prickleback,268,1,,,
CMI,3,Barabara,3,Snake Prickleback,250,1,,,
CMI,3,Barabara,3,Snake Prickleback,234,1,,,
CMI,3,Barabara,3,Snake Prickleback,252,1,,,
CMI,3,Barabara,3,Snake Prickleback,240,1,,,
CMI,3,Barabara,3,Snake Prickleback,230,1,,,
CMI,3,Barabara,3,Snake Prickleback,240,1,,,
CMI,3,Barabara,3,Snake Prickleback,270,1,,,
CMI,3,Barabara,3,Snake Prickleback,208,1,,,
CMI,3,Barabara,3,Snake Prickleback,214,1,,,
CMI,3,Barabara,3,Snake Prickleback,270,1,,,
CMI,3,Barabara,3,Snake Prickleback,205,1,,,
CMI,3,Barabara,3,Snake Prickleback,190,1,,,
CMI,3,Barabara,3,Snake Prickleback,250,1,,,
CMI,3,Barabara,3,Snake Prickleback,195,1,,,
CMI,3,Barabara,3,Snake Prickleback,230,1,,,
CMI,3,Barabara,3,Snake Prickleback,260,1,,,
CMI,3,Barabara,3,Snake Prickleback,250,1,,,
CMI,3,Barabara,3,Snake Prickleback,145,1,,,
CMI,3,Barabara,3,Buffalo Sculpin,120,1,,KS pictures,
CMI,3,Barabara,3,Buffalo Sculpin,73,1,,KS pictures,
CMI,3,Barabara,3,White Spotted Greenling,88,1,,,
CMI,3,Barabara,3,White Spotted Greenling,83,1,,,
CMI,3,Barabara,3,White Spotted Greenling,70,1,,,
CMI,3,Barabara,3,Great Sculpin,132,1,,KS pictures,
CMI,3,Barabara,3,Great Sculpin,103,1,,KS pictures,
CMI,3,Barabara,3,Sand Sole,111,1,,,
CMI,3,Tutka,1,Saffron Cod (J),80,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),81,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),79,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),80,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),79,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),84,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),92,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),78,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),77,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),75,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),85,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),74,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),83,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),77,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),82,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),84,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),90,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),85,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),69,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),78,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),83,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),92,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),95,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),80,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),85,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),165,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),71,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),68,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),85,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),75,1,,One Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Saffron Cod (J),,35,,35 Saffron Cod (J) for Kim.,
CMI,3,Tutka,1,Rock Sole,357,1,,,
CMI,3,Tutka,1,Rock Sole,114,1,,,
CMI,3,Tutka,1,Rock Sole,145,1,,,
CMI,3,Tutka,1,Rock Sole,200,1,,,
CMI,3,Tutka,1,Great Sculpin,155,1,,,
CMI,3,Tutka,1,Great Sculpin,31,1,,,
CMI,3,Tutka,1,Lingcod (J),85,1,,One Lingcod (J) (J) for Kim.,
CMI,3,Tutka,1,Lingcod (J),93,1,,One Lingcod (J) for Kim.,
CMI,3,Tutka,1,Lingcod (J),87,1,,One Lingcod (J) for Kim.,
CMI,3,Tutka,1,Lingcod (J),91,1,,One Lingcod (J) for Kim.,
CMI,3,Tutka,1,Lingcod (J),89,1,,One Lingcod (J) for Kim.,
CMI,3,Tutka,1,Lingcod (J),79,1,,One Lingcod (J) for Kim.,
CMI,3,Tutka,1,Lingcod (J),91,1,,One Lingcod (J) for Kim.,
CMI,3,Tutka,1,Lingcod (J),90,1,,One Lingcod (J) for Kim.,
CMI,3,Tutka,1,Lingcod (J),85,1,,One Lingcod (J) for Kim.,
CMI,3,Tutka,1,Lingcod (J),85,1,,One Lingcod (J) for Kim.,
CMI,3,Tutka,1,Lingcod (J),91,1,,One Lingcod (J) for Kim.,
CMI,3,Tutka,1,Lingcod (J),90,1,,One Lingcod (J) for Kim.,
CMI,3,Tutka,1,Pacific Cod (J),88,1,,One Pacific Cod (J) for Kim.,
CMI,3,Tutka,1,Pacific Cod (J),75,1,,One Pacific Cod (J) for Kim.,
CMI,3,Tutka,1,Pacific Cod (J),72,1,,One Pacific Cod (J) for Kim.,
CMI,3,Tutka,1,Chum Salmon,134,1,,One Chum Salmon salmon for Kim.,
CMI,3,Tutka,1,Chum Salmon,128,1,,One Chum Salmon salmon for Kim.,
CMI,3,Tutka,1,Tidepool Sculpin,30,1,,,
CMI,3,Tutka,2,Pink Salmon,595,1,,,
CMI,3,Tutka,2,Pink Salmon,537,1,,,
CMI,3,Tutka,2,Pink Salmon,620,1,,,
CMI,3,Tutka,2,Pink Salmon,483,1,,,
CMI,3,Tutka,2,Pink Salmon,480,1,,,
CMI,3,Tutka,2,Pink Salmon,561,1,,,
CMI,3,Tutka,2,Pink Salmon,500,1,,,
CMI,3,Tutka,2,Pink Salmon,520,1,,,
CMI,3,Tutka,2,Pink Salmon,525,1,,,
CMI,3,Tutka,2,Starry Flounder,197,1,,,
CMI,3,Tutka,2,Starry Flounder,257,1,,,
CMI,3,Tutka,2,Starry Flounder,165,1,,,
CMI,3,Tutka,2,Starry Flounder,230,1,,,
CMI,3,Tutka,2,Starry Flounder,236,1,,,
CMI,3,Tutka,2,Starry Flounder,241,1,,,
CMI,3,Tutka,2,Starry Flounder,355,1,,,
CMI,3,Tutka,2,Starry Flounder,176,1,,,
CMI,3,Tutka,2,Starry Flounder,435,1,,,
CMI,3,Tutka,2,Starry Flounder,293,1,,,
CMI,3,Tutka,2,Rock Sole,140,1,,,
CMI,3,Tutka,2,Rock Sole,155,1,,,
CMI,3,Tutka,2,Rock Sole,179,1,,,
CMI,3,Tutka,2,Staghorn Sculpin,245,1,,,
CMI,3,Tutka,2,Staghorn Sculpin,253,1,,,
CMI,3,Tutka,2,Staghorn Sculpin,235,1,,,
CMI,3,Tutka,2,Staghorn Sculpin,258,1,,,
CMI,3,Tutka,2,Staghorn Sculpin,254,1,,,
CMI,3,Tutka,2,Staghorn Sculpin,267,1,,,
CMI,3,Tutka,2,Staghorn Sculpin,193,1,,,
CMI,3,Tutka,2,Staghorn Sculpin,227,1,,,
CMI,3,Tutka,2,Staghorn Sculpin,195,1,,,
CMI,3,Tutka,2,Staghorn Sculpin,177,1,,,
CMI,3,Tutka,2,Staghorn Sculpin,260,1,,,
CMI,3,Tutka,2,Staghorn Sculpin,227,1,,,
CMI,3,Tutka,2,Staghorn Sculpin,216,1,,,
CMI,3,Tutka,2,Staghorn Sculpin,266,1,,,
CMI,3,Tutka,2,Staghorn Sculpin,263,1,,,
CMI,3,Tutka,3,Starry Flounder,420,1,,,
CMI,3,Tutka,3,Starry Flounder,240,1,,,
CMI,3,Tutka,3,Rock Sole,159,1,,,
CMI,3,Tutka,3,Rock Sole,155,1,,,
CMI,3,Tutka,3,Rock Sole,180,1,,,
CMI,3,Tutka,3,Rock Sole,172,1,,,
CMI,3,Tutka,3,Rock Sole,170,1,,,
CMI,3,Tutka,3,Rock Sole,110,1,,,
CMI,3,Tutka,3,Rock Sole,147,1,,,
