SiteID,Lat,Lon
1725,59.480025,-135.355345
1725,59.47962666666667,-135.35282
1726,59.48935,-135.35038
173,57.422777775,-133.45305555
1730,59.599355,-151.412626
1731,60.183136,-152.619253
1732,59.53776667,-151.3947
1733,59.541359,-151.403446
1734,59.48468333,-151.5758833
1735,59.54405,-151.4165167
1736,60.113407,-152.589353
1737,59.57958333,-151.3058333
1738,59.39553333,-151.9011333
1742,59.37703333,-151.8655833
1743,59.43681667,-151.8036833
1744,59.43298333,-151.8346333
1745,59.34553333,-151.8021167
1746,60.65468,-147.44301
1747,60.85985,-147.18463
1748,60.868235,-147.18444
175,58.61,-135.2094444
1750,60.88119,-147.17838
1751,60.69128,-147.40824
1753,60.48821,-147.71979
1754,60.43781,-147.937185
1756,60.496539999999996,-147.965755
1758,60.62126,-148.15855
1759,60.35232,-146.62218
176,58.57305556,-135.1825
1760,60.28755,-147.02856
1761,60.3346,-146.54715
1762,60.73364,-146.19441
1763,60.5603,-145.96144
1764,60.82019,-146.41748
1765,60.68783,-147.46242
1766,60.128166,-152.664557
1767,59.41405,-151.7192
1768,59.5065,-151.3723167
1769,57.04613,-135.318
1769,57.04219,-135.3188
177,56.194305555,-133.51680555000002
1770,57.0394,-135.307
1773,60.105196,-152.571851
1774,59.46106667,-151.7083167
1775,59.48181667,-151.3469667
1776,59.49956667,-151.4716667
1777,59.42745,-151.74135
1778,59.48585,-151.458866
1779,59.46766667,-151.4573833
1780,59.4249,-151.3393167
1781,58.943291,-152.041043
1782,60.107411,-152.617096
1784,60.0261,-141.3704833
1785,60.052,-141.3179833
1786,59.59726667,-139.6143667
1787,59.62674167,-139.65482500000002
1788,59.644908,-139.57376
1789,59.67366667,-139.64465
179,56.21111111,-133.0683333
1791,59.5133,-151.4872333
18,58.78516667,-135.0201667
180,56.24777778,-133.0780556
181,56.236805555000004,-133.07263885
183,56.146805555,-133.53930555
185,55.41555556,-132.6880556
1855,56.6808,-134.85434
1856,56.57902,-134.94234
1858,56.5888,-134.99261
1859,57.28591,-135.55302
186,55.42847222,-132.6594444
1860,57.28693,-135.58479
1862,57.29423,-135.61858
1863,57.30025,-135.63615
1865,57.31431,-135.78758
1866,57.32191,-135.70192
1867,57.83226,-136.35981333333334
1870,57.83031,-136.35446
1871,57.83566,-136.3775
1872,58.3306,-136.771
1873,58.27245,-136.68324
1874,58.26831,-136.71698
188,55.44861111,-132.6538889
189,57.183072225000004,-135.34279164999998
189,57.18586667,-135.3477833
19,58.7735,-134.9861667
190,57.16396667,-135.3143667
191,57.164520835000005,-135.31672500000002
1922,57.31757,-135.791
1925,57.83018,-136.35442
1926,57.83123,-136.39507
1938,57.32162,-152.90329
1939,58.19558,-152.35898
1941,58.27099,-152.252135
1946,58.25317,-152.26518
1947,59.25562,-150.97417
195,57.16055556,-135.3419444
195,57.160386114999994,-135.3420972
1950,59.278589999999994,-150.971695
1952,59.32515,-151.0309
1956,59.2834,-151.23883
1957,59.87235,-149.65565
1958,59.898735,-149.642575
197,57.09229444666666,-135.44893333333334
1970,58.19068,-152.34326
1971,58.19024,-152.3225
1975,57.35417,-153.15953
1976,57.31266,-153.1694
1992,59.27883,-150.97429
2,58.5675,-134.91495
2,58.56596665,-134.91256665
20,58.77383333,-134.9353333
200,56.9856,-135.3712
2003,59.29352,-151.13078
201,57.196944445,-135.38402775
2017,57.31276,-153.16938
203,57.195694445,-135.38597225
203,57.195394445,-135.386580575
2038,57.35393,-153.15967
2040,57.28578,-135.55262
2041,57.29737,-135.59001
2062,57.83577,-136.37745
207,56.98467222,-135.37148335
207,56.98486111,-135.37347225
2087,56.57899,-134.94247
2088,56.71503,-134.9641
2098,57.28529,-135.55428
21,58.60133333,-134.9186667
210,56.9851,-135.3746
2102,57.30077,-135.63638
2105,57.31437,-135.78583
2107,57.8357,-136.37758
2111,57.83007,-136.35468
2115,58.27317,-136.68352
2116,58.26746,-136.71603
212,56.978966665,-135.31885
2126,58.1904,-152.32231
2127,58.27116,-152.2524
2132,59.89931,-149.64784
2138,57.31263,-153.16966
214,56.978333335,-135.31138885000001
2145,56.57892,-134.94183
2164,57.83574,-136.37741
217,56.978391665000004,-135.31125
2172,58.33092,-136.77115
2180,57.31256,-153.16956
2189,58.19027,-152.3224
219,57.08891667,-135.4504
2190,58.27013,-152.25455
22,58.59016667,-134.9045
2206,59.29285,-151.12755
221,57.284609725,-135.55386015
221,57.2843181275,-135.555219925
2214,59.89914,-149.64743000000001
2223,57.28548,-135.55307
225,57.56181667,-135.61155
226,57.57046667,-135.64
227,57.56291667,-135.658472225
2273,58.3412,-134.629
2276,58.3481,-134.565
2277,58.3416,-134.6311
2278,58.3359,-134.627
2280,58.3312,-134.6076
2282,58.337393500000005,-134.62807075
2283,58.335937,-134.6270115
2284,58.1971,-136.021
2288,58.1049,-136.2717
2291,57.9737,-134.9329
2294,57.9519,-135.6649
2296,58.0637,-135.0955
23,57.2958333,-133.8655556
23,57.29263885,-133.86444445
2300,57.269,-134.993
2301,57.3378,-135.0113
2304,57.1596,-134.6063
2307,57.31657,-134.4841
2309,57.791,-136.2203
231,57.73652778,-135.38555555
231,57.736561853333335,-135.38526703333332
2312,57.706,-136.1318
2313,57.7058,-136.1318
2316,57.4456,-135.8184
2317,57.4692,-135.8325
2323,57.0034,-132.7836
2325,57.14275,-133.1363
2328,56.9512,-133.2916
233,57.77518518666667,-135.19353333333333
2330,57.33595,-134.1737
2330,57.3339,-134.1687
2333,57.3795,-134.1888
2341,57.5513,-135.6633
2343,57.6259,-135.696
2344,57.6585,-135.698
2346,57.1484,-135.2101
2348,57.2832,-135.5535
235,57.77611111,-135.18222225
2351,57.247,-135.3438
2353,57.15257,-135.5832
2355,57.24325,-135.6442
2358,58.34118962,-134.6321298
2359,58.34888,-134.5678
2360,58.7481,-135.0431
2362,58.67747426,-134.9486304
2363,58.67113352,-134.9219263
2365,56.9406,-133.9269
2367,56.86584592,-133.8445956
2368,56.91525757,-133.8433994
237,58.075833335,-136.45319445
2370,56.86416149,-133.8421334
2374,56.54105723,-134.1959382
2377,56.3676242525,-134.173230625
2383,56.25451684,-133.9791513
2386,56.59277022,-133.6748655
2387,56.5954,-133.6553
239,58.09763889,-136.4948611
2391,60.7859,-148.5598
2393,60.7859,-148.5598
2394,60.7804,-148.5693
2396,58.6781,-134.9476
2397,58.6718,-134.9226
2398,58.6777,-134.9496
24,57.3036111,-133.8602778
24,57.303455549999995,-133.86165555000002
2402,55.4811,-133.1402
2406,55.586600000000004,-133.2011
2409,55.4708,-133.4272
241,60.860833334999995,-146.67291665
2412,55.771950000000004,-133.53645
2415,55.8264,-133.16585
2418,56.3313,-133.4147
2421,56.515299999999996,-133.12295
2424,58.7118,-135.2346
2425,59.1866,-135.486
2429,59.4537,-135.3306
2430,59.4515,-135.3363
2432,59.4199,-135.3408
2433,58.733,-135.0283
2434,58.708,-135.2373
2436,59.20685,-135.33370000000002
2439,58.7843,-134.937
244,60.85916667,-146.7091667
2440,58.7697,-134.9339
2442,58.60745,-135.19655
2445,58.3481,-134.5676
2446,58.3337,-134.6222
2447,58.32958,-134.6076
2448,58.6713,-134.92155
2449,58.6768,-134.9485
245,60.85861111,-146.7083333
2451,58.34073,-154.17139
2452,58.33707,-154.16434
2454,58.31046,-154.21219
2455,58.32058,-154.25638
2456,58.30491,-154.19493
2457,58.29535,-154.20741
2459,58.34952,-154.13056
246,60.86472222,-146.6844444
2461,58.311279999999996,-154.28171
2462,58.26246,-154.21605
2463,58.25679,-154.23044
2464,58.24823,-154.19543
2466,58.15939,-154.43927666666667
2467,58.16721,-154.44083
2468,58.177875,-154.44877
2470,58.087865,-154.4803
2472,58.08849,-154.50507
2473,58.11551,-154.37941
2477,58.192049999999995,-154.48385000000002
2479,58.15579,-154.44215
248,60.86777778,-146.7536111
249,60.86888889,-146.7561111
25,57.3077778,-133.8497222
250,60.86453703666667,-146.8071222
2505,70.133022,-143.610596
253,58.231,-134.91743333333335
257,57.56694444666667,-135.62970373333334
258,57.56472222,-135.6105556
26,57.3086111,-133.8313888
261,57.778194445,-135.1295833
265,57.50790000000001,-134.92705
266,57.5031,-134.9111
267,57.4922,-134.8919
269,57.31931667,-135.6979
270,57.29221667,-135.6036
271,57.34388889,-135.675
272,57.340138890000006,-135.70774999999998
274,57.290141665,-135.58786665
275,57.29236111,-135.6047222
280,56.99722222,-135.1644444
281,57.00694444,-135.16041665
284,56.98583333,-135.1333
285,57.337916665,-135.70860555000002
287,57.21972222,-135.3942
288,57.23638889,-135.355
289,57.24222222,-135.3519444
29,57.3091666,-133.8161111
290,57.24222222,-135.3519444
291,57.23194444,-135.3708333
292,57.24972222,-135.3686111
294,57.22027778,-135.3963889
297,57.237219445,-135.3647111
299,57.15638889,-135.3533333
3,58.56305,-134.90165
3,58.562075,-134.9006083
30,57.2988888,-133.8233333
30,57.2993055,-133.82416665
301,57.16388889,-135.3294444
302,57.17722222,-135.3077778
303,57.18027778,-135.3377778
306,57.16611111,-135.3586111
307,57.15883333,-135.3780833
308,57.144608335,-135.37680834999998
31,57.2927777,-133.815
311,57.144099999999995,-135.3938
313,57.1652,-135.3627
314,57.17676667,-135.2965
315,57.3221527775,-135.6702
315,57.3225,-135.6694
32,57.2997222,-133.825
320,56.83740740666667,-135.41851853333333
322,56.83027778,-135.4247222
324,56.84722222,-135.4177778
325,56.843325,-135.39307780000001
328,56.84652778,-135.4954222
33,57.2894444,-133.8633333
330,56.8419,-135.5172
331,56.83777778,-135.5322
334,57.291,-133.7950333
335,55.52888889,-133.19
336,55.479166665,-133.1880778
338,55.519722220000006,-133.15527780000002
340,55.52576667,-133.1407
35,57.3026166,-133.80445
35,57.30064995,-133.8004
36,57.3037166,-133.8433333
364,58.66993333333333,-134.91320000000002
367,58.6954,-134.9356
367,58.69475,-134.9349
368,58.7057,-134.9464
369,58.6941,-134.9342
37,57.2986833,-133.79635
370,58.6415,-134.95626666666666
370,58.640775,-134.955825
371,58.64033333333333,-134.95589999999999
373,58.632549999999995,-134.94645
374,58.6386,-134.9545
375,58.6348,-134.948
376,71.2322,-155.6858
377,71.23174,-155.63483
378,71.22666111000001,-155.58480835
378,71.2261,-155.58795
379,71.23722222,-155.7177778
38,57.3033,-133.8630333
380,71.2322,-155.635
381,71.22722222,-155.5816667
382,54.1708,-165.80675
388,54.2438,-165.60856666666666
39,57.2828666,-133.8416666
391,54.237725,-165.624225
393,54.239999999999995,-165.59465
395,54.2334,-165.5852
398,54.145250000000004,-165.73694999999998
4,58.5644333,-134.9101833
400,54.1363,-165.7577
401,54.1184,-165.76583333333335
403,54.1286,-165.823
404,54.1141,-165.7463
407,53.8092,-166.2087
408,53.8204,-166.2117
409,53.7825,-166.2737
411,53.777,-166.2363
412,53.7885,-166.2176
413,53.7355,-166.29215
415,53.759,-166.2991
416,53.73095,-166.32355
418,53.709599999999995,-166.55615
420,53.7131,-166.5377
421,53.7019,-166.54059999999998
423,53.79085,-166.51330000000002
425,53.7791,-166.50545
427,53.7785,-166.4858
428,53.9145,-166.26573333333334
434,53.945875,-166.3425
438,53.97795,-166.8426
440,53.9928,-166.8219
441,53.99925,-166.70905
442,54.0055,-166.69425
445,53.9498,-166.6264
446,53.9321,-166.641
447,53.9226,-166.648
448,53.9146,-166.6409
449,53.8857,-166.6299
450,53.8989,-166.4647
451,53.9017,-166.4449
452,53.915800000000004,-166.43835
454,58.3809,-134.6918
454,58.3805,-134.6918
455,58.3819,-134.6603
455,58.3836,-134.656
456,58.3853,-134.6517
457,58.3018,-134.6813
460,58.6492,-134.9689
461,58.2282,-134.2659
462,58.1926,-134.2638
463,58.20466,-134.2155
464,58.4309,-134.7648
465,71.2721,-155.9245
466,71.3381,-156.1677
467,71.3478,-156.2726
469,71.3683,-156.40195
471,70.8355,-158.0004
472,70.83879999999999,-157.97565
474,70.8432,-157.9452
475,71.3856,-156.4793
475,71.38495,-156.47875
477,71.3816,-156.4802
477,71.38385,-156.469865
478,71.3155,-156.7221
480,71.293,-156.7907
481,71.2805,-156.8216
483,71.2143,-156.9565
485,60.744926666666665,-148.21790666666666
492,60.62435,-148.20183
493,60.63426,-148.17186
494,60.65727,-148.18629
497,60.35992,-148.24298
497,60.35933,-148.2377
499,60.34002,-148.22215
499,60.342125,-148.226815
5,58.5611,-134.89956660000001
503,60.3812,-148.15376
504,60.37456,-148.13781
504,60.37278,-148.13773
508,60.360463333333335,-148.09177666666668
508,60.36148,-148.08976
511,60.23576,-148.2372
512,60.22721,-148.25193000000002
512,60.22866,-148.2502
518,60.20911,-148.15277
519,60.185135,-148.174035
519,60.1868,-148.17258
521,60.18239,-148.02965
524,60.16771,-148.042205
526,57.73867,-135.2709
527,57.738967,-135.181883
528,57.755,-135.1129
529,57.24168,-135.62273
530,57.22994,-135.59845
531,57.22107,-135.57623
532,56.926276666666666,-135.34845433333334
535,56.91081,-135.325285
537,56.879603333333336,-135.34207666666666
540,56.90899,-135.40018
541,57.04324,-135.3019
543,57.03754,-135.29289
544,57.03888,-135.32762
545,57.15399,-135.357225
548,57.87341,-135.5983
549,57.87144,-135.61572
550,57.87158,-135.56995
551,57.89357,-135.62251
552,57.91707,-135.6881
553,57.94446,-135.73018
554,57.77795666666667,-135.15621000000002
557,60.785225,-148.56229
559,60.79535,-148.53342500000002
562,60.20034,-148.05629
563,60.20034,-148.05629
564,71.351,-156.5706
564,71.35071500000001,-156.57014500000002
568,71.3056,-156.755
572,71.2375,-156.9101
575,71.1644,-157.04814
578,71.0897,-157.1791
593,55.2541,-132.4418
594,55.25155,-132.38445000000002
595,54.98625,-132.10739999999998
596,54.9711,-132.0924
598,54.7401,-132.1536
599,54.7235,-132.1249
6,58.5030555,-134.80499995
601,54.7051,-132.1005
602,55.047,-131.0105
603,55.045249999999996,-130.9973
605,55.0635,-130.9917
606,54.976,-131.25490000000002
607,54.9684,-131.2492
609,55.3572,-131.2667
610,55.3868,-131.2886
611,55.319950000000006,-131.2573
613,55.176,-131.5972
614,55.1782,-131.5791
615,55.1872,-131.5824
616,55.1558,-131.74573333333333
619,55.5446,-131.7032
620,55.5582,-131.70495
623,57.6166,-135.6247
624,57.6131,-135.5884
625,57.9894,-135.5976
626,58.1992,-135.1045
627,58.2103,-135.1178
631,59.4368,-151.3989
632,59.4516,-151.4207
633,59.483,-151.5001
634,59.513,-151.4231
635,59.5036,-151.438
636,59.51275,-151.4604
638,59.5782,-151.2687
639,59.5945,-151.2793
640,59.5795,-151.2974
641,59.567,-151.3511
642,59.486,-151.5711
643,59.4684,-151.5319
644,59.50585,-151.53195
659,58.8218,-158.5503
660,58.84625,-158.5545
662,58.8565,-158.4909
663,58.5783,-158.7734
664,58.5895,-158.77893
665,58.7848,-158.6676
666,58.7725,-158.6598
667,58.6627,-159.2877
668,58.8212,-159.8003
669,58.906,-159.7352
670,58.85735,-159.7491
672,58.772999999999996,-159.91064999999998
674,58.8595,-159.9837
675,58.877,-160.0031
676,61.1282,-150.2847
678,61.1713,-150.2225
678,61.17118,-150.21881333333332
679,60.0783,-149.3474
680,60.1026,-149.3644
681,60.781549999999996,-148.716
686,58.3266,-136.2154
687,58.3348,-136.2049
689,57.83035,-136.39305000000002
691,57.8026,-136.3774
692,57.8093,-136.3622
693,57.8223,-136.361
694,57.84367,-136.37634
695,58.3403,-136.8075
696,58.3227,-136.802
697,58.3306,-136.7715
698,58.376644999999996,-134.722735
700,61.344665000000006,-149.719125
702,61.1259,-146.6034
703,61.1156,-146.5863
704,61.1288,-146.4705
705,61.1257,-146.4099
706,61.1228,-146.3402
707,59.232749999999996,-135.4389
712,58.10817,-134.7599
713,57.43722,-133.90677
714,57.42353,-133.89606
715,57.43222,-133.89243
716,57.71903,-133.99858
717,57.72993,-133.99606
718,57.74682,-134.01697
719,58.06296,-134.02152999999998
721,58.07144,-134.02322
725,61.17297,-150.20467
725,61.1737,-150.19795
726,61.17443,-150.19123
727,61.242208335,-149.98015835
727,61.24241667,-149.9770667
729,61.24297,-150.032295
741,70.14589,-143.58928
743,70.11551,-143.91785
745,70.13403,-143.66112
747,70.11055,-143.70456
748,70.1204,-143.89415
749,70.10233,-143.63362
750,70.0908,-144.00734
752,70.00137,-144.52483
754,70.14847,-143.29439
756,70.1275,-143.45747
780,59.5474,-139.799
781,59.5445,-139.7648
782,59.5471,-139.7305
783,59.5677,-139.7455
783,59.567615,-139.745315
785,59.5814,-139.7154
786,59.5894,-139.6761
787,59.5667,-139.6665
788,59.5967,-139.6555
789,59.6128,-139.5972
790,59.6455,-139.5786
791,59.69926666666667,-139.49166666666667
794,59.4248,-139.5242
795,59.4268,-139.5428
796,59.44675,-139.5818
798,59.4518,-139.6101
8,58.51249997,-134.83874995
831,71.3861,-156.45953
832,71.36021500000001,-156.36533500000002
832,71.36122,-156.36419
833,71.37818333333334,-156.43173666666667
833,71.37812,-156.43189999999998
833,71.37831,-156.43141
846,71.23332,-155.72812
855,71.35043,-156.56969
856,71.34006,-156.61772
857,71.35921,-156.36648
858,71.37793,-156.43239
859,71.29499,-156.75991
865,70.82201667,-158.37685
877,70.86204848,-157.8389359
9,58.5130555,-134.8419444
91,57.31375,-134.47194445
93,58.25611111,-134.905
934,71.0404,-157.26839
937,70.93846,-157.54227
939,71.15314,-157.0671
94,58.25694444,-134.9002778
940,66.73025426666666,-162.44757023333332
942,66.7300535,-162.4795443
944,66.7296453,-162.4223186
951,53.875833335,-166.53501525000001
97,58.24713333333333,-134.91113333333334
99,58.25263889,-134.8916667
